Designator,Mid X,Mid Y,Layer,Rotation,Ref-X(mm),Ref-Y(mm)
R24,7.400000mm,66.100000mm,Top,90.0,7.400000mm,66.100000mm
R25,12.300000mm,31.800000mm,Top,0.0,12.300000mm,31.800000mm
R26,9.900000mm,42.000000mm,Top,0.0,9.900000mm,42.000000mm
R27,19.794000mm,37.550000mm,Top,0.0,19.794000mm,37.550000mm
R28,37.828000mm,12.204000mm,Top,270.0,37.828000mm,12.204000mm
R29,49.800000mm,73.400000mm,Top,-90.0,49.800000mm,73.400000mm
R30,59.418000mm,74.200000mm,Top,90.0,59.418000mm,74.200000mm
R31,58.160000mm,77.600000mm,Top,90.0,58.160000mm,77.600000mm
R32,50.500000mm,76.466000mm,Top,180.0,50.500000mm,76.466000mm
R33,50.600000mm,77.990000mm,Top,180.0,50.600000mm,77.990000mm
R34,10.650000mm,61.200000mm,Top,90.0,10.650000mm,61.200000mm
R35,10.650000mm,70.600000mm,Top,90.0,10.650000mm,70.600000mm
R36,10.622072mm,56.759990mm,Top,90.0,10.622072mm,56.759990mm
R37,10.650000mm,66.100000mm,Top,90.0,10.650000mm,66.100000mm
R38,20.366000mm,24.904000mm,Top,0.0,20.366000mm,24.904000mm
R39,20.302000mm,30.492000mm,Top,0.0,20.302000mm,30.492000mm
S1,44.650000mm,3.550000mm,Top,-90.0,44.650000mm,3.550000mm
S2,38.150000mm,3.550000mm,Top,-90.0,38.150000mm,3.550000mm
U1,27.414000mm,69.500000mm,Top,-90.0,27.414000mm,69.500000mm
U2,6.700000mm,38.700000mm,Top,-90.0,6.700000mm,38.700000mm
U3,77.200000mm,6.400000mm,Top,-90.0,77.200000mm,6.400000mm
U4,19.700000mm,20.200000mm,Top,-90.0,19.700000mm,20.200000mm
